nsim,n_perm,n_1,n_2,n_3,I,g,a,distr,Model,distr_jtz,rho,ZP,pvaldPermPTtest,pvalePermPTtest,pvaldPerm,pvalePerm,pvaldPBstrp,pvalePBstrp,pvaldNPBstrp,pvaleNPBstrp
10000,1000,10,10,10,25,0.25,1,mixed,Model1,NA,NA,FALSE,5.49,5.3,5.64,5.81,4.15,5.52,9.91,5.61
10000,1000,10,10,10,25,0,1,mixed,Model3,NA,NA,FALSE,49.56,48.34,77.93,79.11,67.83,79.39,86.24,77.84
10000,1000,10,10,10,25,0.5,1,mixed,Model4,NA,NA,FALSE,5.38,5.25,5.32,5.77,4.4,5.59,10.57,5.35
10000,1000,10,10,10,25,0.25,1,mixed,Model5,NA,NA,FALSE,26.32,20.41,38.99,27.98,34.26,27.84,50.39,28.64
10000,1000,10,10,10,25,0.5,1,mixed,Model7,NA,NA,FALSE,20.84,55.58,32.67,87.32,27.17,87.59,48.51,86.54
10000,1000,5,10,10,25,0.75,1,mixed,Model2,NA,NA,FALSE,12.94,12.76,16.25,14.54,12.39,17.02,29.64,17.7
10000,1000,10,10,10,25,0.5,1,mixed,Model2,NA,NA,FALSE,17.84,22.75,24.32,32.43,18.8,33,37.3,33.53
10000,1000,10,10,10,25,0.25,1,mixed,Model7,NA,NA,FALSE,20.8,49.58,32.99,84.45,26.46,84.65,46.49,84.84
10000,1000,10,10,10,25,0.25,1,mixed,Model3,NA,NA,FALSE,56.53,55.88,81.32,84.22,72.69,84.53,89.63,82.68
10000,1000,10,5,5,25,0.5,1,mixed,Model2,NA,NA,FALSE,16.9,22.37,19.6,23.73,12.81,20.93,29.92,24.57
10000,1000,10,5,5,25,0.25,1,mixed,Model2,NA,NA,FALSE,15.3,18.01,18.67,20.19,11.4,17.63,26.17,21.45
10000,1000,10,10,10,25,0.75,1,mixed,Model2,NA,NA,FALSE,19.37,31.16,25.11,40.65,20.99,41.59,42.95,39.05
10000,1000,10,10,10,25,0,1,mixed,Model1,NA,NA,FALSE,5.41,5.49,5.5,5.68,3.74,5.44,9.39,5.75
10000,1000,10,10,10,25,0.5,1,mixed,Model1,NA,NA,FALSE,5.53,5.31,5.57,5.92,4.44,5.72,10.83,5.54
10000,1000,10,10,10,25,0.75,1,mixed,Model1,NA,NA,FALSE,5.48,5.54,5.43,6.17,5.17,5.44,12.13,4.89
10000,1000,10,10,10,25,0.5,1,mixed,Model3,NA,NA,FALSE,64.86,67.59,84.76,90.39,77.62,90.78,93.51,88.25
10000,1000,10,10,10,25,0.75,1,mixed,Model3,NA,NA,FALSE,71.93,84.09,88.22,96.2,82.42,96.66,97.45,93.38
10000,1000,10,10,10,25,0.25,1,mixed,Model2,NA,NA,FALSE,16.02,18.3,22.86,27.95,17.05,28.35,33.55,29.84
10000,1000,10,10,10,25,0,1,mixed,Model7,NA,NA,FALSE,19.56,44.4,32.3,81.75,24.88,82.13,44.93,82.92
10000,1000,10,10,5,25,0.25,1,mixed,Model6,NA,NA,FALSE,32.85,24.2,40.72,29.12,37.47,27.56,50.78,27.64
10000,1000,10,5,5,25,0.25,1,mixed,Model3,NA,NA,FALSE,56.83,55.69,66.01,63.06,49.9,57.99,75.36,60.65
10000,1000,10,10,10,25,0.75,1,mixed,Model6,NA,NA,FALSE,39.87,39.07,53.31,47.81,50.54,46.22,71.15,40.65
10000,1000,10,10,5,25,0.75,1,mixed,Model1,NA,NA,FALSE,5.04,5.42,4.83,5.71,4.28,4.91,9.37,4.47
10000,1000,10,10,10,25,0,1,mixed,Model2,NA,NA,FALSE,14.72,15.87,21.34,24.92,15.69,25.36,31.21,27.53
10000,1000,20,20,20,25,0.5,1,mixed,Model3,NA,NA,FALSE,98.65,99.83,99.96,100,99.95,100,100,100
10000,1000,20,20,20,25,0.75,1,mixed,Model4,NA,NA,FALSE,5.28,5.07,5.4,5.28,5.27,5.01,11.9,3.17
10000,1000,20,20,20,25,0,1,mixed,Model5,NA,NA,FALSE,50.42,40.47,72.5,62.27,70.24,61.26,80.08,57.28
